"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"DA000021100","VESTERVIG, DA","2011-08-31","0.12",,,"63","54"
"DA000021100","VESTERVIG, DA","2011-09-01","0.00",,,"60","55"
"DA000021100","VESTERVIG, DA","2011-09-02","0.00",,,"63","54"
"DA000021100","VESTERVIG, DA","2011-09-03","0.03",,,"72","54"
"DA000021100","VESTERVIG, DA","2011-09-04","0.05",,,"73","56"
"DA000021100","VESTERVIG, DA","2011-09-05","0.24",,,"67","59"
"DA000021100","VESTERVIG, DA","2011-09-06","1.61",,,"61","53"
"DA000021100","VESTERVIG, DA","2011-09-07","0.28",,,"60","53"
"DA000021100","VESTERVIG, DA","2011-09-08","0.12",,,"59","52"
"DA000021100","VESTERVIG, DA","2011-09-09","0.02",,,"63","52"
"DA000021100","VESTERVIG, DA","2011-09-10","0.20",,,"65","54"
"DA000021100","VESTERVIG, DA","2011-09-11","0.25",,,"66","60"
"DA000021100","VESTERVIG, DA","2011-09-12","0.20",,,"63","58"
"DA000021100","VESTERVIG, DA","2011-09-13","0.13",,,"58","57"
"DA000021100","VESTERVIG, DA","2011-09-14","0.05",,,"60","52"
"DA000021100","VESTERVIG, DA","2011-09-15","0.00",,,"60","49"
"DA000021100","VESTERVIG, DA","2011-09-16","0.00",,,"58","51"
"DA000021100","VESTERVIG, DA","2011-09-17","0.39",,,"56","45"
"DA000021100","VESTERVIG, DA","2011-09-18","0.67",,,"58","52"
"DA000021100","VESTERVIG, DA","2011-09-19","0.61",,,"59","49"
"DA000021100","VESTERVIG, DA","2011-09-20","0.48",,,"62","51"
"DA000021100","VESTERVIG, DA","2011-09-21","0.21",,,"59","53"
"DA000021100","VESTERVIG, DA","2011-09-22","0.16",,,"61","52"
"DA000021100","VESTERVIG, DA","2011-09-23","0.00",,,"60","51"
"DA000021100","VESTERVIG, DA","2011-09-24","0.00",,,"64","49"
"DA000021100","VESTERVIG, DA","2011-09-25","0.00",,,"68","50"
"DA000021100","VESTERVIG, DA","2011-09-26","0.28",,,"63","51"
"DA000021100","VESTERVIG, DA","2011-09-27","0.00",,,"62","49"
"DA000021100","VESTERVIG, DA","2011-09-28","0.00",,,"60","50"
"DA000021100","VESTERVIG, DA","2011-09-29","0.00",,,"70","55"
"DA000021100","VESTERVIG, DA","2011-09-30","0.00",,,"71","55"
"DA000021100","VESTERVIG, DA","2011-10-01","0.00",,,"72","51"
"DA000021100","VESTERVIG, DA","2011-10-02","0.00",,,"67","52"
"DA000021100","VESTERVIG, DA","2011-10-03","0.02",,,"62","57"
"DA000021100","VESTERVIG, DA","2011-10-04","0.00",,,"60","54"
"DA000021100","VESTERVIG, DA","2011-10-05","0.52",,,"60","54"
"DA000021100","VESTERVIG, DA","2011-10-06","0.28",,,"56","54"
"DA000021100","VESTERVIG, DA","2011-10-07","0.02",,,"55","46"
"DA000021100","VESTERVIG, DA","2011-10-08","0.00",,,"53","48"
"DA000021100","VESTERVIG, DA","2011-10-09","0.48",,,"56","37"
"DA000021100","VESTERVIG, DA","2011-10-10","0.28",,,"53","47"
"DA000021100","VESTERVIG, DA","2011-10-11","0.08",,,"54","47"
"DA000021100","VESTERVIG, DA","2011-10-12","0.00",,,"55","46"
"DA000021100","VESTERVIG, DA","2011-10-13","0.00",,,"57","39"
"DA000021100","VESTERVIG, DA","2011-10-14","0.00",,,"54","36"
"DA000021100","VESTERVIG, DA","2011-10-15","0.00",,,"54","38"
"DA000021100","VESTERVIG, DA","2011-10-16","0.00",,,"56","38"
"DA000021100","VESTERVIG, DA","2011-10-17","0.25",,,"59","38"
"DA000021100","VESTERVIG, DA","2011-10-18","0.16",,,"53","48"
"DA000021100","VESTERVIG, DA","2011-10-19","0.06",,,"52","44"
"DA000021100","VESTERVIG, DA","2011-10-20","0.03",,,"50","42"
"DA000021100","VESTERVIG, DA","2011-10-21","0.17",,,"54","44"
"DA000021100","VESTERVIG, DA","2011-10-22","0.01",,,"54","47"
"DA000021100","VESTERVIG, DA","2011-10-23","0.00",,,"54","40"
"DA000021100","VESTERVIG, DA","2011-10-24","0.00",,,"53","39"
"DA000021100","VESTERVIG, DA","2011-10-25","0.03",,,"53","43"
"DA000021100","VESTERVIG, DA","2011-10-26","0.05",,,"49","45"
"DA000021100","VESTERVIG, DA","2011-10-27","0.00",,,"54","43"
"DA000021100","VESTERVIG, DA","2011-10-28","0.00",,,"55","43"
"DA000021100","VESTERVIG, DA","2011-10-29","0.12",,,"53","42"
"DA000021100","VESTERVIG, DA","2011-10-30","0.05",,,"55","43"
"DA000021100","VESTERVIG, DA","2011-10-31","0.02",,,"55","50"
"DA000021100","VESTERVIG, DA","2011-11-01","0.00",,,"53","52"
"DA000021100","VESTERVIG, DA","2011-11-02","0.00",,,"53","51"
"DA000021100","VESTERVIG, DA","2011-11-03","0.02",,,"50","47"
"DA000021100","VESTERVIG, DA","2011-11-04","0.00",,,"53","46"
"DA000021100","VESTERVIG, DA","2011-11-05","0.00",,,"52","47"
"DA000021100","VESTERVIG, DA","2011-11-06","0.00",,,"49","43"
"DA000021100","VESTERVIG, DA","2011-11-07","0.00",,,"48","45"
"DA000021100","VESTERVIG, DA","2011-11-08","0.00",,,"46","43"
"DA000021100","VESTERVIG, DA","2011-11-09","0.00",,,"48","44"
"DA000021100","VESTERVIG, DA","2011-11-10","0.00",,,"48","45"
"DA000021100","VESTERVIG, DA","2011-11-11","0.00",,,"47","39"
"DA000021100","VESTERVIG, DA","2011-11-12","0.00",,,"41","36"
"DA000021100","VESTERVIG, DA","2011-11-13","0.00",,,"47","35"
"DA000021100","VESTERVIG, DA","2011-11-14","0.00",,,"44","36"
"DA000021100","VESTERVIG, DA","2011-11-15","0.00",,,"40","38"
"DA000021100","VESTERVIG, DA","2011-11-16","0.00",,,"42","35"
"DA000021100","VESTERVIG, DA","2011-11-17","0.02",,,"46","36"
"DA000021100","VESTERVIG, DA","2011-11-18","0.03",,,"51","38"
"DA000021100","VESTERVIG, DA","2011-11-19","0.00",,,"52","46"
"DA000021100","VESTERVIG, DA","2011-11-20","0.00",,,"48","46"
"DA000021100","VESTERVIG, DA","2011-11-21","0.00",,,"43","38"
"DA000021100","VESTERVIG, DA","2011-11-22","0.00",,,"42","30"
"DA000021100","VESTERVIG, DA","2011-11-23","0.03",,,"51","31"
"DA000021100","VESTERVIG, DA","2011-11-24","0.04",,,"51","39"
"DA000021100","VESTERVIG, DA","2011-11-25","0.20",,,"51","50"
"DA000021100","VESTERVIG, DA","2011-11-26","0.09",,,"53","42"
"DA000021100","VESTERVIG, DA","2011-11-27","0.04",,,"53","45"
"DA000021100","VESTERVIG, DA","2011-11-28","0.03",,,"49","43"
"DA000021100","VESTERVIG, DA","2011-11-29","0.09",,,"49","46"
"DA000021100","VESTERVIG, DA","2011-11-30","0.01",,,"48","45"
"DA000021100","VESTERVIG, DA","2011-12-01","0.31",,,"49","44"
"DA000021100","VESTERVIG, DA","2011-12-02","0.17",,,"46","41"
"DA000021100","VESTERVIG, DA","2011-12-03","0.31",,,"48","40"
"DA000021100","VESTERVIG, DA","2011-12-04","0.20",,,"43","40"
"DA000021100","VESTERVIG, DA","2011-12-05","0.13",,,"41","33"
"DA000021100","VESTERVIG, DA","2011-12-06","0.24",,,"42","33"
"DA000021100","VESTERVIG, DA","2011-12-07","0.04",,,"41","35"
"DA000021100","VESTERVIG, DA","2011-12-08","0.55",,,"47","29"
"DA000021100","VESTERVIG, DA","2011-12-09","0.04",,,"44","34"
"DA000021100","VESTERVIG, DA","2011-12-10","0.16",,,"44","36"
"DA000021100","VESTERVIG, DA","2011-12-11","0.15",,,"45","37"
"DA000021100","VESTERVIG, DA","2011-12-12","0.20",,,"44","38"
"DA000021100","VESTERVIG, DA","2011-12-13","0.31",,,"45","37"
"DA000021100","VESTERVIG, DA","2011-12-14","0.03",,,"45","38"
"DA000021100","VESTERVIG, DA","2011-12-15","0.05",,,"45","40"
"DA000021100","VESTERVIG, DA","2011-12-16","0.02",,,"40","36"
"DA000021100","VESTERVIG, DA","2011-12-17","0.04",,,"42","35"
"DA000021100","VESTERVIG, DA","2011-12-18","0.00",,,"42","31"
"DA000021100","VESTERVIG, DA","2011-12-19","0.16",,,"42","35"
"DA000021100","VESTERVIG, DA","2011-12-20","0.06",,,"42","35"
"DA000021100","VESTERVIG, DA","2011-12-21","0.05",,,"41","34"
"DA000021100","VESTERVIG, DA","2011-12-22","0.01",,,"46","29"
"DA000021100","VESTERVIG, DA","2011-12-23","0.20",,,"46","37"
"DA000021100","VESTERVIG, DA","2011-12-24","0.12",,,"47","41"
"DA000021100","VESTERVIG, DA","2011-12-25","0.03",,,"49","42"
"DA000021100","VESTERVIG, DA","2011-12-26","0.05",,,"49","45"
"DA000021100","VESTERVIG, DA","2011-12-27","0.02",,,"45","45"
"DA000021100","VESTERVIG, DA","2011-12-28","0.13",,,"46","38"
"DA000021100","VESTERVIG, DA","2011-12-29","0.06",,,"43","40"
"DA000021100","VESTERVIG, DA","2011-12-30","0.05",,,"43","35"
"DA000021100","VESTERVIG, DA","2011-12-31","0.26",,,"45","31"
"DA000021100","VESTERVIG, DA","2012-01-01","0.48",,,,"37"
"DA000021100","VESTERVIG, DA","2012-01-02","0.21",,,,"39"
"DA000021100","VESTERVIG, DA","2012-01-03","0.53",,,,"36"
"DA000021100","VESTERVIG, DA","2012-01-04","0.15",,,,"40"
"DA000021100","VESTERVIG, DA","2012-01-05","0.44",,,,"35"
"DA000021100","VESTERVIG, DA","2012-01-06","0.01",,,,"30"
"DA000021100","VESTERVIG, DA","2012-01-07","0.11",,,,"40"
"DA000021100","VESTERVIG, DA","2012-01-08","0.06",,,,"31"
"DA000021100","VESTERVIG, DA","2012-01-09","0.15",,,,"33"
"DA000021100","VESTERVIG, DA","2012-01-10","0.00",,,,"42"
"DA000021100","VESTERVIG, DA","2012-01-11","0.01",,,,"43"
"DA000021100","VESTERVIG, DA","2012-01-12","0.02",,,,"38"
"DA000021100","VESTERVIG, DA","2012-01-13","0.00",,,,"38"
"DA000021100","VESTERVIG, DA","2012-01-14","0.00",,,,"28"
"DA000021100","VESTERVIG, DA","2012-01-15","0.00",,,,"27"
"DA000021100","VESTERVIG, DA","2012-01-16","0.00",,,,"41"
"DA000021100","VESTERVIG, DA","2012-01-17","0.00",,,,"39"
"DA000021100","VESTERVIG, DA","2012-01-18","0.38",,,,"39"
"DA000021100","VESTERVIG, DA","2012-01-19","0.13",,,,"37"
"DA000021100","VESTERVIG, DA","2012-01-20","0.03",,,,"30"
"DA000021100","VESTERVIG, DA","2012-01-21","0.48",,,,"35"
"DA000021100","VESTERVIG, DA","2012-01-22","0.00",,,,"29"
"DA000021100","VESTERVIG, DA","2012-01-23","0.00",,,,"29"
"DA000021100","VESTERVIG, DA","2012-01-24","0.00",,,,"28"
"DA000021100","VESTERVIG, DA","2012-01-25","0.00",,,,"27"
"DA000021100","VESTERVIG, DA","2012-01-26","0.00",,,,"31"
"DA000021100","VESTERVIG, DA","2012-01-27","0.09",,,,"29"
"DA000021100","VESTERVIG, DA","2012-01-28","0.20",,,,"28"
"DA000021100","VESTERVIG, DA","2012-01-29","0.07",,,,"28"
"DA000021100","VESTERVIG, DA","2012-01-30","0.00",,,,"27"
"DA000021100","VESTERVIG, DA","2012-01-31","0.00",,,,"21"
"DA000021100","VESTERVIG, DA","2012-02-01","0.00",,,,"16"
"DA000021100","VESTERVIG, DA","2012-02-02","0.02",,,,"12"
"DA000021100","VESTERVIG, DA","2012-02-03","0.02",,,,"8"
"DA000021100","VESTERVIG, DA","2012-02-04","0.00",,,,"6"
"DA000021100","VESTERVIG, DA","2012-02-05","0.00",,,,"12"
"DA000021100","VESTERVIG, DA","2012-02-06","0.00",,,,"12"
"DA000021100","VESTERVIG, DA","2012-02-07","0.00",,,,"7"
"DA000021100","VESTERVIG, DA","2012-02-08","0.00",,,,"7"
"DA000021100","VESTERVIG, DA","2012-02-09","0.00",,,,"13"
"DA000021100","VESTERVIG, DA","2012-02-10","0.00",,,,"11"
"DA000021100","VESTERVIG, DA","2012-02-11","0.02",,,,"19"
"DA000021100","VESTERVIG, DA","2012-02-12","0.01",,,,"24"
"DA000021100","VESTERVIG, DA","2012-02-13","0.02",,,,"22"
"DA000021100","VESTERVIG, DA","2012-02-14","0.08",,,,"32"
"DA000021100","VESTERVIG, DA","2012-02-15","0.00",,,,"31"
"DA000021100","VESTERVIG, DA","2012-02-16","0.06",,,,"29"
"DA000021100","VESTERVIG, DA","2012-02-17","0.00",,,,"36"
"DA000021100","VESTERVIG, DA","2012-02-18","0.13",,,,"35"
"DA000021100","VESTERVIG, DA","2012-02-19","0.01",,,,"34"
"DA000021100","VESTERVIG, DA","2012-02-20","0.26",,,,"34"
"DA000021100","VESTERVIG, DA","2012-02-21","0.02",,,,"38"
"DA000021100","VESTERVIG, DA","2012-02-22","0.48",,,,"40"
"DA000021100","VESTERVIG, DA","2012-02-23","0.00",,,,"39"
"DA000021100","VESTERVIG, DA","2012-02-24","0.00",,,,"40"
"DA000021100","VESTERVIG, DA","2012-02-25","0.00",,,,"38"
"DA000021100","VESTERVIG, DA","2012-02-26","0.00",,,,"28"
"DA000021100","VESTERVIG, DA","2012-02-27","0.13",,,,"37"
"DA000021100","VESTERVIG, DA","2012-02-28","0.00",,,,"40"
"DA000021100","VESTERVIG, DA","2012-02-29","0.00",,,,"40"
"DA000021100","VESTERVIG, DA","2012-03-01","0.00",,,,"39"
"DA000021100","VESTERVIG, DA","2012-03-02","0.00",,,,"32"
"DA000021100","VESTERVIG, DA","2012-03-03","0.00",,,,"35"
"DA000021100","VESTERVIG, DA","2012-03-04","0.09",,,,"36"
"DA000021100","VESTERVIG, DA","2012-03-05","0.01",,,,"34"
"DA000021100","VESTERVIG, DA","2012-03-06","0.00",,,,"33"
"DA000021100","VESTERVIG, DA","2012-03-07","0.35",,,,"33"
"DA000021100","VESTERVIG, DA","2012-03-08","0.00",,,,"37"
"DA000021100","VESTERVIG, DA","2012-03-09","0.01",,,,"39"
"DA000021100","VESTERVIG, DA","2012-03-10","0.06",,,,"40"
"DA000021100","VESTERVIG, DA","2012-03-11","0.00",,,,"41"
"DA000021100","VESTERVIG, DA","2012-03-12","0.00",,,,"42"
"DA000021100","VESTERVIG, DA","2012-03-13","0.00",,,,"42"
"DA000021100","VESTERVIG, DA","2012-03-14","0.00",,,,"40"
"DA000021100","VESTERVIG, DA","2012-03-15","0.00",,,,"39"
"DA000021100","VESTERVIG, DA","2012-03-16","0.00",,,,"38"
"DA000021100","VESTERVIG, DA","2012-03-17","0.10",,,,"40"
"DA000021100","VESTERVIG, DA","2012-03-18","0.06",,,,"39"
"DA000021100","VESTERVIG, DA","2012-03-19","0.02",,,,"38"
"DA000021100","VESTERVIG, DA","2012-03-20","0.03",,,,"41"
"DA000021100","VESTERVIG, DA","2012-03-21","0.00",,,,"41"
"DA000021100","VESTERVIG, DA","2012-03-22","0.00",,,,"41"
"DA000021100","VESTERVIG, DA","2012-03-23","0.00",,,,"38"
"DA000021100","VESTERVIG, DA","2012-03-24","0.00",,,,"36"
"DA000021100","VESTERVIG, DA","2012-03-25","0.00",,,,"39"
"DA000021100","VESTERVIG, DA","2012-03-26","0.00",,,,"40"
"DA000021100","VESTERVIG, DA","2012-03-27","0.00",,,,"44"
"DA000021100","VESTERVIG, DA","2012-03-28","0.00",,,,"42"
"DA000021100","VESTERVIG, DA","2012-03-29","0.00",,,,"43"
"DA000021100","VESTERVIG, DA","2012-03-30","0.00",,,,"42"
"DA000021100","VESTERVIG, DA","2012-03-31","0.00",,,,"36"
"DA000021100","VESTERVIG, DA","2012-04-01","0.00",,,,"38"
"DA000021100","VESTERVIG, DA","2012-04-02","0.00",,,,"35"
"DA000021100","VESTERVIG, DA","2012-04-03","0.00",,,,"30"
"DA000021100","VESTERVIG, DA","2012-04-04","0.00",,,,"27"
"DA000021100","VESTERVIG, DA","2012-04-05","0.01",,,,"27"
"DA000021100","VESTERVIG, DA","2012-04-06","0.07",,,,"33"
"DA000021100","VESTERVIG, DA","2012-04-07","0.00",,,,"30"
"DA000021100","VESTERVIG, DA","2012-04-08","0.00",,,,"27"
"DA000021100","VESTERVIG, DA","2012-04-09","0.39",,,,"38"
"DA000021100","VESTERVIG, DA","2012-04-10","0.47",,,,"41"
"DA000021100","VESTERVIG, DA","2012-04-11","0.00",,,,"41"
"DA000021100","VESTERVIG, DA","2012-04-12","0.00",,,,"39"
"DA000021100","VESTERVIG, DA","2012-04-13","0.00",,,,"38"
"DA000021100","VESTERVIG, DA","2012-04-14","0.00",,,,"40"
"DA000021100","VESTERVIG, DA","2012-04-15","0.00",,,,"38"
"DA000021100","VESTERVIG, DA","2012-04-16","0.00",,,,"39"
"DA000021100","VESTERVIG, DA","2012-04-17","0.02",,,,"36"
"DA000021100","VESTERVIG, DA","2012-04-18","0.31",,,,"40"
"DA000021100","VESTERVIG, DA","2012-04-19","0.00",,,,"38"
"DA000021100","VESTERVIG, DA","2012-04-20","0.02",,,,"40"
"DA000021100","VESTERVIG, DA","2012-04-21","0.18",,,,"39"
"DA000021100","VESTERVIG, DA","2012-04-22","0.36",,,,"43"
"DA000021100","VESTERVIG, DA","2012-04-23","0.29",,,,"42"
"DA000021100","VESTERVIG, DA","2012-04-24","0.24",,,,"41"
"DA000021100","VESTERVIG, DA","2012-04-25","0.00",,,,"44"
"DA000021100","VESTERVIG, DA","2012-04-26","0.47",,,,"47"
"DA000021100","VESTERVIG, DA","2012-04-27","0.00",,,,"43"
"DA000021100","VESTERVIG, DA","2012-04-28","0.00",,,,"40"
"DA000021100","VESTERVIG, DA","2012-04-29","0.00",,,,"41"
"DA000021100","VESTERVIG, DA","2012-04-30","0.00",,,,"43"
"DA000021100","VESTERVIG, DA","2012-05-01","0.00",,,,"41"
"DA000021100","VESTERVIG, DA","2012-05-02","0.00",,,,"44"
"DA000021100","VESTERVIG, DA","2012-05-03","0.00",,,,"45"
"DA000021100","VESTERVIG, DA","2012-05-04","0.00",,,,"42"
"DA000021100","VESTERVIG, DA","2012-05-05","0.00",,,,"39"
"DA000021100","VESTERVIG, DA","2012-05-06","0.00",,,,"37"
"DA000021100","VESTERVIG, DA","2012-05-07","0.00",,,,"37"
"DA000021100","VESTERVIG, DA","2012-05-08","0.29",,,,"36"
"DA000021100","VESTERVIG, DA","2012-05-09","0.09",,,,"45"
"DA000021100","VESTERVIG, DA","2012-05-10","0.75",,,,"45"
"DA000021100","VESTERVIG, DA","2012-05-11","0.17",,,,"45"
"DA000021100","VESTERVIG, DA","2012-05-12","0.00",,,,"44"
"DA000021100","VESTERVIG, DA","2012-05-13","0.00",,,,"42"
"DA000021100","VESTERVIG, DA","2012-05-14","0.02",,,,"46"
"DA000021100","VESTERVIG, DA","2012-05-15","0.92",,,,"43"
"DA000021100","VESTERVIG, DA","2012-05-16","0.25",,,,"42"
"DA000021100","VESTERVIG, DA","2012-05-17","0.01",,,,"42"
"DA000021100","VESTERVIG, DA","2012-05-18","0.00",,,,"42"
"DA000021100","VESTERVIG, DA","2012-05-19","0.02",,,,"46"
"DA000021100","VESTERVIG, DA","2012-05-20","0.00",,,,"44"
"DA000021100","VESTERVIG, DA","2012-05-21","0.05",,,,"52"
"DA000021100","VESTERVIG, DA","2012-05-22","0.00",,,,"57"
"DA000021100","VESTERVIG, DA","2012-05-23","0.00",,,,"59"
"DA000021100","VESTERVIG, DA","2012-05-24","0.00",,,,"56"
"DA000021100","VESTERVIG, DA","2012-05-25","0.00",,,,"54"
"DA000021100","VESTERVIG, DA","2012-05-26","0.00",,,,"56"
"DA000021100","VESTERVIG, DA","2012-05-27","0.00",,,,"52"
"DA000021100","VESTERVIG, DA","2012-05-28","0.00",,,,"50"
"DA000021100","VESTERVIG, DA","2012-05-29","0.00",,,,"48"
"DA000021100","VESTERVIG, DA","2012-05-30","0.00",,,,"46"
"DA000021100","VESTERVIG, DA","2012-05-31","0.00",,,,"48"
"DA000021100","VESTERVIG, DA","2012-06-01","0.00",,,,"45"
"DA000021100","VESTERVIG, DA","2012-06-02","0.00",,,,"45"
"DA000021100","VESTERVIG, DA","2012-06-03","0.00",,,,"45"
"DA000021100","VESTERVIG, DA","2012-06-04","0.03",,,,"47"
"DA000021100","VESTERVIG, DA","2012-06-05","0.00",,,,"47"
"DA000021100","VESTERVIG, DA","2012-06-06","0.00",,,,"47"
"DA000021100","VESTERVIG, DA","2012-06-07","0.00",,,,"50"
"DA000021100","VESTERVIG, DA","2012-06-08","0.37",,,,"51"
"DA000021100","VESTERVIG, DA","2012-06-09","0.42",,,,"52"
"DA000021100","VESTERVIG, DA","2012-06-10","0.04",,,,"51"
"DA000021100","VESTERVIG, DA","2012-06-11","0.00",,,,"50"
"DA000021100","VESTERVIG, DA","2012-06-12","0.00",,,,"48"
"DA000021100","VESTERVIG, DA","2012-06-13","0.02",,,,"47"
"DA000021100","VESTERVIG, DA","2012-06-14","0.00",,,,"49"
"DA000021100","VESTERVIG, DA","2012-06-15","0.35",,,,"48"
"DA000021100","VESTERVIG, DA","2012-06-16","0.02",,,,"54"
"DA000021100","VESTERVIG, DA","2012-06-17","0.06",,,,"53"
"DA000021100","VESTERVIG, DA","2012-06-18","0.31",,,,"51"
"DA000021100","VESTERVIG, DA","2012-06-19","0.00",,,,"51"
"DA000021100","VESTERVIG, DA","2012-06-20","0.00",,,,"45"
"DA000021100","VESTERVIG, DA","2012-06-21","0.00",,,,"46"
"DA000021100","VESTERVIG, DA","2012-06-22","0.59",,,,"54"
"DA000021100","VESTERVIG, DA","2012-06-23","0.04",,,,"55"
"DA000021100","VESTERVIG, DA","2012-06-24","0.86",,,,"50"
"DA000021100","VESTERVIG, DA","2012-06-25","0.16",,,,"50"
"DA000021100","VESTERVIG, DA","2012-06-26","0.00",,,,"52"
"DA000021100","VESTERVIG, DA","2012-06-27","0.00",,,,"51"
"DA000021100","VESTERVIG, DA","2012-06-28","0.00",,,,"51"
"DA000021100","VESTERVIG, DA","2012-06-29","0.06",,,,"58"
"DA000021100","VESTERVIG, DA","2012-06-30","0.00",,,,"57"
"DA000021100","VESTERVIG, DA","2012-07-01","0.11",,,,"56"
"DA000021100","VESTERVIG, DA","2012-07-02","0.00",,,,"56"
"DA000021100","VESTERVIG, DA","2012-07-03","0.13",,,,"55"
"DA000021100","VESTERVIG, DA","2012-07-04","0.00",,,,"58"
"DA000021100","VESTERVIG, DA","2012-07-05","0.00",,,,"54"
"DA000021100","VESTERVIG, DA","2012-07-06","0.07",,,,"61"
"DA000021100","VESTERVIG, DA","2012-07-07","0.00",,,,"55"
"DA000021100","VESTERVIG, DA","2012-07-08","0.00",,,,"53"
"DA000021100","VESTERVIG, DA","2012-07-09","0.26",,,,"59"
"DA000021100","VESTERVIG, DA","2012-07-10","0.02",,,,"55"
"DA000021100","VESTERVIG, DA","2012-07-11","0.25",,,,"55"
"DA000021100","VESTERVIG, DA","2012-07-12","0.12",,,,"54"
"DA000021100","VESTERVIG, DA","2012-07-13","0.15",,,,"54"
"DA000021100","VESTERVIG, DA","2012-07-14","0.25",,,,"54"
"DA000021100","VESTERVIG, DA","2012-07-15","0.00",,,,"54"
"DA000021100","VESTERVIG, DA","2012-07-16","0.04",,,,"54"
"DA000021100","VESTERVIG, DA","2012-07-17","0.01",,,,"54"
"DA000021100","VESTERVIG, DA","2012-07-18","0.12",,,,"54"
"DA000021100","VESTERVIG, DA","2012-07-19","0.09",,,,"55"
"DA000021100","VESTERVIG, DA","2012-07-20","0.00",,,,"54"
"DA000021100","VESTERVIG, DA","2012-07-21","0.00",,,,"54"
"DA000021100","VESTERVIG, DA","2012-07-22","0.00",,,,"55"
"DA000021100","VESTERVIG, DA","2012-07-23","0.00",,,,"60"
"DA000021100","VESTERVIG, DA","2012-07-24","0.00",,,,"61"
"DA000021100","VESTERVIG, DA","2012-07-25","0.00",,,,"54"
"DA000021100","VESTERVIG, DA","2012-07-26","0.00",,,,"54"
"DA000021100","VESTERVIG, DA","2012-07-27","0.01",,,,"51"
"DA000021100","VESTERVIG, DA","2012-07-28","0.06",,,,"57"
"DA000021100","VESTERVIG, DA","2012-07-29","0.06",,,,"53"
"DA000021100","VESTERVIG, DA","2012-07-30","0.11",,,,"50"
"DA000021100","VESTERVIG, DA","2012-07-31","0.18",,,,"53"
"DA000021100","VESTERVIG, DA","2012-08-01","0.01",,,,"54"
"DA000021100","VESTERVIG, DA","2012-08-02","0.18",,,,"60"
"DA000021100","VESTERVIG, DA","2012-08-03","0.00",,,,"58"
"DA000021100","VESTERVIG, DA","2012-08-04","0.00",,,,"59"
"DA000021100","VESTERVIG, DA","2012-08-05","0.00",,,,"57"
"DA000021100","VESTERVIG, DA","2012-08-06","0.64",,,,"55"
"DA000021100","VESTERVIG, DA","2012-08-07","0.05",,,,"58"
"DA000021100","VESTERVIG, DA","2012-08-08","0.01",,,,"55"
"DA000021100","VESTERVIG, DA","2012-08-09","0.00",,,,"56"
"DA000021100","VESTERVIG, DA","2012-08-10","0.00",,,,"55"
"DA000021100","VESTERVIG, DA","2012-08-11","0.00",,,,"49"
"DA000021100","VESTERVIG, DA","2012-08-12","0.00",,,,"48"
"DA000021100","VESTERVIG, DA","2012-08-13","0.00",,,,"52"
"DA000021100","VESTERVIG, DA","2012-08-14","0.00",,,,"54"
"DA000021100","VESTERVIG, DA","2012-08-15","0.00",,,,"49"
"DA000021100","VESTERVIG, DA","2012-08-16","0.23",,,,"56"
"DA000021100","VESTERVIG, DA","2012-08-17","0.00",,,,"57"
"DA000021100","VESTERVIG, DA","2012-08-18","0.02",,,,"63"
"DA000021100","VESTERVIG, DA","2012-08-19","0.00",,,,"57"
"DA000021100","VESTERVIG, DA","2012-08-20","0.00",,,,"56"
"DA000021100","VESTERVIG, DA","2012-08-21","0.00",,,,"60"
"DA000021100","VESTERVIG, DA","2012-08-22","0.64",,,,"55"
"DA000021100","VESTERVIG, DA","2012-08-23","0.33",,,,"57"
"DA000021100","VESTERVIG, DA","2012-08-24","0.02",,,,"54"
"DA000021100","VESTERVIG, DA","2012-08-25","0.81",,,,"53"
"DA000021100","VESTERVIG, DA","2012-08-26","0.00",,,,"52"
"DA000021100","VESTERVIG, DA","2012-08-27","0.00",,,,"55"
"DA000021100","VESTERVIG, DA","2012-08-28","0.15",,,,"56"
"DA000021100","VESTERVIG, DA","2012-08-29","0.00",,,,"55"
"DA000021100","VESTERVIG, DA","2012-08-30","0.02",,,,"56"
"DA000021100","VESTERVIG, DA","2012-08-31","0.00",,,,"54"
"DA000021100","VESTERVIG, DA","2012-09-01","0.02",,,,"55"
"DA000021100","VESTERVIG, DA","2012-09-02","0.06",,,,"56"
"DA000021100","VESTERVIG, DA","2012-09-03","0.00",,,,"56"
"DA000021100","VESTERVIG, DA","2012-09-04","0.00",,,,"57"
"DA000021100","VESTERVIG, DA","2012-09-05","0.01",,,,"54"
"DA000021100","VESTERVIG, DA","2012-09-06","0.11",,,,"53"
"DA000021100","VESTERVIG, DA","2012-09-07","0.00",,,,"55"
"DA000021100","VESTERVIG, DA","2012-09-08","0.00",,,,"55"
"DA000021100","VESTERVIG, DA","2012-09-09","0.00",,,,"58"
"DA000021100","VESTERVIG, DA","2012-09-10","0.01",,,,"60"
"DA000021100","VESTERVIG, DA","2012-09-11","0.18",,,,"51"
"DA000021100","VESTERVIG, DA","2012-09-12","0.20",,,,"49"
"DA000021100","VESTERVIG, DA","2012-09-13","0.00",,,,"47"
"DA000021100","VESTERVIG, DA","2012-09-14","0.29",,,,"53"
"DA000021100","VESTERVIG, DA","2012-09-15","0.00",,,,"54"
"DA000021100","VESTERVIG, DA","2012-09-16","0.02",,,,"56"
"DA000021100","VESTERVIG, DA","2012-09-17","0.40",,,,"53"
